,timestamp,location,customer_id,date
29,2019-09-02 07:09:00,checkout,2019-09-02_14,2019-09-02
30,2019-09-02 07:09:00,spices,2019-09-02_16,2019-09-02
31,2019-09-02 07:10:00,checkout,2019-09-02_12,2019-09-02
32,2019-09-02 07:11:00,fruit,2019-09-02_7,2019-09-02
33,2019-09-02 07:11:00,checkout,2019-09-02_16,2019-09-02
34,2019-09-02 07:11:00,fruit,2019-09-02_17,2019-09-02
35,2019-09-02 07:12:00,fruit,2019-09-02_9,2019-09-02
36,2019-09-02 07:12:00,checkout,2019-09-02_15,2019-09-02
37,2019-09-02 07:12:00,fruit,2019-09-02_18,2019-09-02
38,2019-09-02 07:12:00,spices,2019-09-02_19,2019-09-02
39,2019-09-02 07:12:00,drinks,2019-09-02_20,2019-09-02
40,2019-09-02 07:13:00,checkout,2019-09-02_7,2019-09-02
41,2019-09-02 07:13:00,checkout,2019-09-02_9,2019-09-02
42,2019-09-02 07:13:00,spices,2019-09-02_13,2019-09-02
43,2019-09-02 07:13:00,drinks,2019-09-02_19,2019-09-02
44,2019-09-02 07:13:00,drinks,2019-09-02_21,2019-09-02
45,2019-09-02 07:13:00,fruit,2019-09-02_22,2019-09-02
46,2019-09-02 07:14:00,dairy,2019-09-02_13,2019-09-02
47,2019-09-02 07:14:00,dairy,2019-09-02_18,2019-09-02
48,2019-09-02 07:14:00,checkout,2019-09-02_20,2019-09-02
49,2019-09-02 07:14:00,fruit,2019-09-02_23,2019-09-02
50,2019-09-02 07:14:00,drinks,2019-09-02_24,2019-09-02
51,2019-09-02 07:15:00,fruit,2019-09-02_13,2019-09-02
52,2019-09-02 07:15:00,spices,2019-09-02_21,2019-09-02
53,2019-09-02 07:15:00,dairy,2019-09-02_22,2019-09-02
54,2019-09-02 07:15:00,checkout,2019-09-02_23,2019-09-02
55,2019-09-02 07:16:00,checkout,2019-09-02_13,2019-09-02
56,2019-09-02 07:16:00,checkout,2019-09-02_21,2019-09-02
57,2019-09-02 07:16:00,spices,2019-09-02_25,2019-09-02
58,2019-09-02 07:16:00,fruit,2019-09-02_26,2019-09-02
59,2019-09-02 07:16:00,spices,2019-09-02_27,2019-09-02
60,2019-09-02 07:16:00,drinks,2019-09-02_28,2019-09-02
61,2019-09-02 07:16:00,drinks,2019-09-02_29,2019-09-02
62,2019-09-02 07:17:00,spices,2019-09-02_6,2019-09-02
63,2019-09-02 07:17:00,checkout,2019-09-02_18,2019-09-02
64,2019-09-02 07:17:00,checkout,2019-09-02_22,2019-09-02
65,2019-09-02 07:17:00,dairy,2019-09-02_25,2019-09-02
66,2019-09-02 07:17:00,spices,2019-09-02_30,2019-09-02
67,2019-09-02 07:17:00,spices,2019-09-02_31,2019-09-02
68,2019-09-02 07:17:00,drinks,2019-09-02_32,2019-09-02
69,2019-09-02 07:17:00,fruit,2019-09-02_33,2019-09-02
70,2019-09-02 07:17:00,spices,2019-09-02_34,2019-09-02
71,2019-09-02 07:18:00,drinks,2019-09-02_6,2019-09-02
72,2019-09-02 07:18:00,spices,2019-09-02_25,2019-09-02
73,2019-09-02 07:18:00,checkout,2019-09-02_29,2019-09-02
74,2019-09-02 07:18:00,drinks,2019-09-02_30,2019-09-02
75,2019-09-02 07:18:00,checkout,2019-09-02_31,2019-09-02
76,2019-09-02 07:18:00,drinks,2019-09-02_34,2019-09-02
77,2019-09-02 07:18:00,dairy,2019-09-02_35,2019-09-02
78,2019-09-02 07:19:00,drinks,2019-09-02_25,2019-09-02
79,2019-09-02 07:19:00,dairy,2019-09-02_27,2019-09-02
80,2019-09-02 07:19:00,checkout,2019-09-02_28,2019-09-02
81,2019-09-02 07:19:00,fruit,2019-09-02_30,2019-09-02
82,2019-09-02 07:19:00,drinks,2019-09-02_35,2019-09-02
83,2019-09-02 07:20:00,checkout,2019-09-02_19,2019-09-02
84,2019-09-02 07:20:00,checkout,2019-09-02_24,2019-09-02
85,2019-09-02 07:20:00,dairy,2019-09-02_26,2019-09-02
86,2019-09-02 07:20:00,dairy,2019-09-02_30,2019-09-02
87,2019-09-02 07:20:00,checkout,2019-09-02_32,2019-09-02
88,2019-09-02 07:20:00,dairy,2019-09-02_33,2019-09-02
89,2019-09-02 07:20:00,dairy,2019-09-02_36,2019-09-02
90,2019-09-02 07:21:00,fruit,2019-09-02_30,2019-09-02
91,2019-09-02 07:21:00,checkout,2019-09-02_36,2019-09-02
92,2019-09-02 07:22:00,checkout,2019-09-02_17,2019-09-02
93,2019-09-02 07:22:00,checkout,2019-09-02_25,2019-09-02
94,2019-09-02 07:22:00,spices,2019-09-02_33,2019-09-02
95,2019-09-02 07:22:00,checkout,2019-09-02_35,2019-09-02
96,2019-09-02 07:22:00,fruit,2019-09-02_37,2019-09-02
97,2019-09-02 07:22:00,fruit,2019-09-02_38,2019-09-02
98,2019-09-02 07:23:00,checkout,2019-09-02_30,2019-09-02
99,2019-09-02 07:23:00,dairy,2019-09-02_33,2019-09-02
100,2019-09-02 07:24:00,checkout,2019-09-02_26,2019-09-02
101,2019-09-02 07:24:00,drinks,2019-09-02_33,2019-09-02
102,2019-09-02 07:25:00,spices,2019-09-02_6,2019-09-02
103,2019-09-02 07:25:00,spices,2019-09-02_34,2019-09-02
104,2019-09-02 07:26:00,dairy,2019-09-02_6,2019-09-02
105,2019-09-02 07:26:00,spices,2019-09-02_33,2019-09-02
106,2019-09-02 07:26:00,fruit,2019-09-02_34,2019-09-02
107,2019-09-02 07:26:00,checkout,2019-09-02_37,2019-09-02
108,2019-09-02 07:26:00,dairy,2019-09-02_38,2019-09-02
109,2019-09-02 07:26:00,dairy,2019-09-02_39,2019-09-02
110,2019-09-02 07:26:00,dairy,2019-09-02_40,2019-09-02
111,2019-09-02 07:26:00,drinks,2019-09-02_41,2019-09-02
112,2019-09-02 07:26:00,dairy,2019-09-02_42,2019-09-02
113,2019-09-02 07:26:00,fruit,2019-09-02_43,2019-09-02
114,2019-09-02 07:26:00,fruit,2019-09-02_44,2019-09-02
115,2019-09-02 07:26:00,spices,2019-09-02_45,2019-09-02
116,2019-09-02 07:26:00,fruit,2019-09-02_46,2019-09-02
117,2019-09-02 07:27:00,spices,2019-09-02_6,2019-09-02
118,2019-09-02 07:27:00,drinks,2019-09-02_33,2019-09-02
119,2019-09-02 07:27:00,checkout,2019-09-02_34,2019-09-02
120,2019-09-02 07:27:00,checkout,2019-09-02_39,2019-09-02
121,2019-09-02 07:27:00,dairy,2019-09-02_41,2019-09-02
122,2019-09-02 07:27:00,checkout,2019-09-02_44,2019-09-02
123,2019-09-02 07:27:00,dairy,2019-09-02_45,2019-09-02
124,2019-09-02 07:27:00,checkout,2019-09-02_46,2019-09-02
125,2019-09-02 07:27:00,drinks,2019-09-02_47,2019-09-02
126,2019-09-02 07:27:00,drinks,2019-09-02_48,2019-09-02
127,2019-09-02 07:27:00,spices,2019-09-02_49,2019-09-02
128,2019-09-02 07:28:00,spices,2019-09-02_41,2019-09-02
129,2019-09-02 07:28:00,dairy,2019-09-02_43,2019-09-02
130,2019-09-02 07:28:00,fruit,2019-09-02_47,2019-09-02
131,2019-09-02 07:28:00,checkout,2019-09-02_48,2019-09-02
132,2019-09-02 07:28:00,checkout,2019-09-02_49,2019-09-02
133,2019-09-02 07:28:00,fruit,2019-09-02_50,2019-09-02
134,2019-09-02 07:28:00,fruit,2019-09-02_51,2019-09-02
135,2019-09-02 07:29:00,checkout,2019-09-02_6,2019-09-02
136,2019-09-02 07:29:00,checkout,2019-09-02_38,2019-09-02
137,2019-09-02 07:29:00,spices,2019-09-02_40,2019-09-02
138,2019-09-02 07:29:00,drinks,2019-09-02_50,2019-09-02
139,2019-09-02 07:29:00,drinks,2019-09-02_52,2019-09-02
140,2019-09-02 07:29:00,fruit,2019-09-02_53,2019-09-02
141,2019-09-02 07:30:00,checkout,2019-09-02_40,2019-09-02
142,2019-09-02 07:30:00,drinks,2019-09-02_41,2019-09-02
143,2019-09-02 07:30:00,spices,2019-09-02_42,2019-09-02
144,2019-09-02 07:30:00,fruit,2019-09-02_45,2019-09-02
145,2019-09-02 07:30:00,spices,2019-09-02_54,2019-09-02
146,2019-09-02 07:30:00,spices,2019-09-02_55,2019-09-02
147,2019-09-02 07:30:00,fruit,2019-09-02_56,2019-09-02
148,2019-09-02 07:30:00,fruit,2019-09-02_57,2019-09-02
149,2019-09-02 07:30:00,drinks,2019-09-02_58,2019-09-02
150,2019-09-02 07:30:00,dairy,2019-09-02_59,2019-09-02
151,2019-09-02 07:31:00,drinks,2019-09-02_45,2019-09-02
152,2019-09-02 07:31:00,spices,2019-09-02_50,2019-09-02
153,2019-09-02 07:31:00,dairy,2019-09-02_51,2019-09-02
154,2019-09-02 07:31:00,spices,2019-09-02_52,2019-09-02
155,2019-09-02 07:31:00,dairy,2019-09-02_54,2019-09-02
156,2019-09-02 07:31:00,checkout,2019-09-02_57,2019-09-02
157,2019-09-02 07:32:00,fruit,2019-09-02_42,2019-09-02
158,2019-09-02 07:32:00,dairy,2019-09-02_47,2019-09-02
159,2019-09-02 07:32:00,checkout,2019-09-02_50,2019-09-02
160,2019-09-02 07:32:00,checkout,2019-09-02_53,2019-09-02
161,2019-09-02 07:32:00,dairy,2019-09-02_55,2019-09-02
162,2019-09-02 07:32:00,checkout,2019-09-02_58,2019-09-02
163,2019-09-02 07:33:00,checkout,2019-09-02_27,2019-09-02
164,2019-09-02 07:33:00,checkout,2019-09-02_33,2019-09-02
165,2019-09-02 07:33:00,checkout,2019-09-02_41,2019-09-02
166,2019-09-02 07:33:00,dairy,2019-09-02_42,2019-09-02
167,2019-09-02 07:33:00,checkout,2019-09-02_51,2019-09-02
168,2019-09-02 07:33:00,fruit,2019-09-02_52,2019-09-02
169,2019-09-02 07:33:00,dairy,2019-09-02_56,2019-09-02
170,2019-09-02 07:33:00,fruit,2019-09-02_60,2019-09-02
171,2019-09-02 07:33:00,spices,2019-09-02_61,2019-09-02
172,2019-09-02 07:33:00,spices,2019-09-02_62,2019-09-02
173,2019-09-02 07:34:00,fruit,2019-09-02_45,2019-09-02
174,2019-09-02 07:34:00,spices,2019-09-02_56,2019-09-02
175,2019-09-02 07:34:00,drinks,2019-09-02_61,2019-09-02
176,2019-09-02 07:35:00,checkout,2019-09-02_55,2019-09-02
177,2019-09-02 07:35:00,drinks,2019-09-02_56,2019-09-02
178,2019-09-02 07:35:00,drinks,2019-09-02_59,2019-09-02
179,2019-09-02 07:35:00,drinks,2019-09-02_60,2019-09-02
180,2019-09-02 07:35:00,drinks,2019-09-02_62,2019-09-02
181,2019-09-02 07:36:00,dairy,2019-09-02_45,2019-09-02
182,2019-09-02 07:36:00,checkout,2019-09-02_47,2019-09-02
183,2019-09-02 07:36:00,drinks,2019-09-02_52,2019-09-02
184,2019-09-02 07:36:00,checkout,2019-09-02_60,2019-09-02
185,2019-09-02 07:37:00,fruit,2019-09-02_52,2019-09-02
186,2019-09-02 07:37:00,checkout,2019-09-02_54,2019-09-02
187,2019-09-02 07:38:00,fruit,2019-09-02_59,2019-09-02
188,2019-09-02 07:38:00,checkout,2019-09-02_62,2019-09-02
189,2019-09-02 07:39:00,fruit,2019-09-02_43,2019-09-02
190,2019-09-02 07:39:00,checkout,2019-09-02_52,2019-09-02
191,2019-09-02 07:39:00,checkout,2019-09-02_59,2019-09-02
192,2019-09-02 07:39:00,spices,2019-09-02_63,2019-09-02
193,2019-09-02 07:40:00,checkout,2019-09-02_56,2019-09-02
194,2019-09-02 07:40:00,drinks,2019-09-02_63,2019-09-02
195,2019-09-02 07:40:00,drinks,2019-09-02_64,2019-09-02
196,2019-09-02 07:40:00,drinks,2019-09-02_65,2019-09-02
197,2019-09-02 07:40:00,spices,2019-09-02_66,2019-09-02
198,2019-09-02 07:41:00,dairy,2019-09-02_43,2019-09-02
199,2019-09-02 07:41:00,checkout,2019-09-02_61,2019-09-02
200,2019-09-02 07:41:00,fruit,2019-09-02_63,2019-09-02
201,2019-09-02 07:42:00,fruit,2019-09-02_64,2019-09-02
202,2019-09-02 07:42:00,dairy,2019-09-02_67,2019-09-02
203,2019-09-02 07:42:00,spices,2019-09-02_68,2019-09-02
204,2019-09-02 07:42:00,fruit,2019-09-02_69,2019-09-02
205,2019-09-02 07:42:00,spices,2019-09-02_70,2019-09-02
206,2019-09-02 07:43:00,checkout,2019-09-02_43,2019-09-02
207,2019-09-02 07:43:00,dairy,2019-09-02_63,2019-09-02
208,2019-09-02 07:43:00,drinks,2019-09-02_64,2019-09-02
209,2019-09-02 07:43:00,drinks,2019-09-02_66,2019-09-02
210,2019-09-02 07:43:00,checkout,2019-09-02_69,2019-09-02
211,2019-09-02 07:43:00,dairy,2019-09-02_71,2019-09-02
212,2019-09-02 07:43:00,spices,2019-09-02_72,2019-09-02
213,2019-09-02 07:43:00,dairy,2019-09-02_73,2019-09-02
214,2019-09-02 07:43:00,spices,2019-09-02_74,2019-09-02
215,2019-09-02 07:43:00,spices,2019-09-02_75,2019-09-02
216,2019-09-02 07:44:00,checkout,2019-09-02_42,2019-09-02
217,2019-09-02 07:44:00,fruit,2019-09-02_63,2019-09-02
218,2019-09-02 07:44:00,spices,2019-09-02_67,2019-09-02
219,2019-09-02 07:44:00,drinks,2019-09-02_70,2019-09-02
220,2019-09-02 07:44:00,fruit,2019-09-02_71,2019-09-02
221,2019-09-02 07:44:00,checkout,2019-09-02_73,2019-09-02
222,2019-09-02 07:44:00,dairy,2019-09-02_75,2019-09-02
223,2019-09-02 07:44:00,drinks,2019-09-02_76,2019-09-02
224,2019-09-02 07:44:00,fruit,2019-09-02_77,2019-09-02
225,2019-09-02 07:44:00,spices,2019-09-02_78,2019-09-02
226,2019-09-02 07:44:00,dairy,2019-09-02_79,2019-09-02
227,2019-09-02 07:45:00,checkout,2019-09-02_64,2019-09-02
228,2019-09-02 07:45:00,spices,2019-09-02_66,2019-09-02
229,2019-09-02 07:45:00,drinks,2019-09-02_68,2019-09-02
230,2019-09-02 07:45:00,drinks,2019-09-02_72,2019-09-02
231,2019-09-02 07:45:00,fruit,2019-09-02_74,2019-09-02
232,2019-09-02 07:45:00,drinks,2019-09-02_75,2019-09-02
233,2019-09-02 07:45:00,dairy,2019-09-02_78,2019-09-02
234,2019-09-02 07:46:00,drinks,2019-09-02_63,2019-09-02
235,2019-09-02 07:46:00,dairy,2019-09-02_65,2019-09-02
236,2019-09-02 07:46:00,drinks,2019-09-02_67,2019-09-02
237,2019-09-02 07:46:00,checkout,2019-09-02_74,2019-09-02
238,2019-09-02 07:47:00,checkout,2019-09-02_65,2019-09-02
239,2019-09-02 07:47:00,checkout,2019-09-02_66,2019-09-02
240,2019-09-02 07:47:00,checkout,2019-09-02_70,2019-09-02
241,2019-09-02 07:47:00,spices,2019-09-02_75,2019-09-02
242,2019-09-02 07:47:00,dairy,2019-09-02_80,2019-09-02
243,2019-09-02 07:47:00,drinks,2019-09-02_81,2019-09-02
244,2019-09-02 07:47:00,drinks,2019-09-02_82,2019-09-02
245,2019-09-02 07:47:00,fruit,2019-09-02_83,2019-09-02
246,2019-09-02 07:48:00,checkout,2019-09-02_63,2019-09-02
247,2019-09-02 07:48:00,checkout,2019-09-02_67,2019-09-02
248,2019-09-02 07:48:00,fruit,2019-09-02_68,2019-09-02
249,2019-09-02 07:48:00,drinks,2019-09-02_75,2019-09-02
250,2019-09-02 07:48:00,checkout,2019-09-02_78,2019-09-02
251,2019-09-02 07:48:00,drinks,2019-09-02_80,2019-09-02
252,2019-09-02 07:48:00,fruit,2019-09-02_81,2019-09-02
253,2019-09-02 07:48:00,dairy,2019-09-02_83,2019-09-02
254,2019-09-02 07:48:00,fruit,2019-09-02_84,2019-09-02
255,2019-09-02 07:48:00,drinks,2019-09-02_85,2019-09-02
256,2019-09-02 07:49:00,dairy,2019-09-02_76,2019-09-02
257,2019-09-02 07:49:00,checkout,2019-09-02_81,2019-09-02
258,2019-09-02 07:49:00,checkout,2019-09-02_83,2019-09-02
259,2019-09-02 07:49:00,spices,2019-09-02_85,2019-09-02
260,2019-09-02 07:49:00,spices,2019-09-02_86,2019-09-02
261,2019-09-02 07:49:00,drinks,2019-09-02_87,2019-09-02
262,2019-09-02 07:49:00,dairy,2019-09-02_88,2019-09-02
263,2019-09-02 07:49:00,drinks,2019-09-02_89,2019-09-02
264,2019-09-02 07:49:00,spices,2019-09-02_90,2019-09-02
265,2019-09-02 07:50:00,spices,2019-09-02_68,2019-09-02
266,2019-09-02 07:50:00,checkout,2019-09-02_75,2019-09-02
267,2019-09-02 07:50:00,drinks,2019-09-02_76,2019-09-02
268,2019-09-02 07:50:00,drinks,2019-09-02_84,2019-09-02
269,2019-09-02 07:50:00,checkout,2019-09-02_85,2019-09-02
270,2019-09-02 07:50:00,drinks,2019-09-02_86,2019-09-02
271,2019-09-02 07:50:00,checkout,2019-09-02_87,2019-09-02
272,2019-09-02 07:50:00,checkout,2019-09-02_89,2019-09-02
273,2019-09-02 07:50:00,checkout,2019-09-02_90,2019-09-02
274,2019-09-02 07:51:00,checkout,2019-09-02_71,2019-09-02
275,2019-09-02 07:51:00,checkout,2019-09-02_76,2019-09-02
276,2019-09-02 07:51:00,spices,2019-09-02_86,2019-09-02
277,2019-09-02 07:52:00,checkout,2019-09-02_68,2019-09-02
278,2019-09-02 07:52:00,checkout,2019-09-02_72,2019-09-02
279,2019-09-02 07:52:00,checkout,2019-09-02_77,2019-09-02
280,2019-09-02 07:52:00,checkout,2019-09-02_82,2019-09-02
281,2019-09-02 07:52:00,fruit,2019-09-02_91,2019-09-02
282,2019-09-02 07:52:00,dairy,2019-09-02_92,2019-09-02
283,2019-09-02 07:52:00,dairy,2019-09-02_93,2019-09-02
284,2019-09-02 07:52:00,drinks,2019-09-02_94,2019-09-02
285,2019-09-02 07:53:00,drinks,2019-09-02_79,2019-09-02
286,2019-09-02 07:53:00,spices,2019-09-02_80,2019-09-02
287,2019-09-02 07:53:00,fruit,2019-09-02_86,2019-09-02
288,2019-09-02 07:53:00,checkout,2019-09-02_93,2019-09-02
289,2019-09-02 07:53:00,dairy,2019-09-02_94,2019-09-02
290,2019-09-02 07:53:00,drinks,2019-09-02_95,2019-09-02
291,2019-09-02 07:53:00,dairy,2019-09-02_96,2019-09-02
292,2019-09-02 07:54:00,checkout,2019-09-02_79,2019-09-02
293,2019-09-02 07:54:00,dairy,2019-09-02_80,2019-09-02
294,2019-09-02 07:54:00,spices,2019-09-02_84,2019-09-02
295,2019-09-02 07:54:00,checkout,2019-09-02_94,2019-09-02
296,2019-09-02 07:54:00,checkout,2019-09-02_96,2019-09-02
297,2019-09-02 07:54:00,fruit,2019-09-02_97,2019-09-02
298,2019-09-02 07:55:00,checkout,2019-09-02_45,2019-09-02
299,2019-09-02 07:55:00,dairy,2019-09-02_84,2019-09-02
300,2019-09-02 07:55:00,dairy,2019-09-02_86,2019-09-02
301,2019-09-02 07:56:00,dairy,2019-09-02_91,2019-09-02
302,2019-09-02 07:56:00,dairy,2019-09-02_98,2019-09-02
303,2019-09-02 07:56:00,dairy,2019-09-02_99,2019-09-02
304,2019-09-02 07:56:00,drinks,2019-09-02_100,2019-09-02
305,2019-09-02 07:56:00,fruit,2019-09-02_101,2019-09-02
306,2019-09-02 07:56:00,dairy,2019-09-02_102,2019-09-02
307,2019-09-02 07:57:00,fruit,2019-09-02_86,2019-09-02
308,2019-09-02 07:57:00,checkout,2019-09-02_88,2019-09-02
309,2019-09-02 07:57:00,checkout,2019-09-02_92,2019-09-02
310,2019-09-02 07:57:00,fruit,2019-09-02_95,2019-09-02
311,2019-09-02 07:57:00,drinks,2019-09-02_98,2019-09-02
312,2019-09-02 07:58:00,fruit,2019-09-02_98,2019-09-02
313,2019-09-02 07:58:00,drinks,2019-09-02_99,2019-09-02
314,2019-09-02 07:59:00,fruit,2019-09-02_80,2019-09-02
315,2019-09-02 07:59:00,checkout,2019-09-02_91,2019-09-02
316,2019-09-02 07:59:00,drinks,2019-09-02_98,2019-09-02
317,2019-09-02 08:00:00,checkout,2019-09-02_98,2019-09-02
318,2019-09-02 08:00:00,spices,2019-09-02_99,2019-09-02
319,2019-09-02 08:00:00,checkout,2019-09-02_101,2019-09-02
320,2019-09-02 08:01:00,drinks,2019-09-02_84,2019-09-02
321,2019-09-02 08:01:00,spices,2019-09-02_86,2019-09-02
322,2019-09-02 08:01:00,checkout,2019-09-02_97,2019-09-02
323,2019-09-02 08:01:00,drinks,2019-09-02_99,2019-09-02
324,2019-09-02 08:01:00,checkout,2019-09-02_102,2019-09-02
325,2019-09-02 08:02:00,checkout,2019-09-02_80,2019-09-02
326,2019-09-02 08:02:00,checkout,2019-09-02_84,2019-09-02
327,2019-09-02 08:02:00,spices,2019-09-02_95,2019-09-02
328,2019-09-02 08:02:00,dairy,2019-09-02_103,2019-09-02
329,2019-09-02 08:02:00,fruit,2019-09-02_104,2019-09-02
330,2019-09-02 08:02:00,fruit,2019-09-02_105,2019-09-02
331,2019-09-02 08:03:00,dairy,2019-09-02_95,2019-09-02
332,2019-09-02 08:03:00,checkout,2019-09-02_99,2019-09-02
333,2019-09-02 08:03:00,checkout,2019-09-02_100,2019-09-02
334,2019-09-02 08:03:00,checkout,2019-09-02_105,2019-09-02
335,2019-09-02 08:03:00,drinks,2019-09-02_106,2019-09-02
336,2019-09-02 08:03:00,dairy,2019-09-02_107,2019-09-02
337,2019-09-02 08:03:00,fruit,2019-09-02_108,2019-09-02
338,2019-09-02 08:04:00,drinks,2019-09-02_103,2019-09-02
339,2019-09-02 08:04:00,spices,2019-09-02_106,2019-09-02
340,2019-09-02 08:05:00,dairy,2019-09-02_86,2019-09-02
341,2019-09-02 08:05:00,spices,2019-09-02_103,2019-09-02
342,2019-09-02 08:05:00,dairy,2019-09-02_109,2019-09-02
343,2019-09-02 08:05:00,spices,2019-09-02_110,2019-09-02
344,2019-09-02 08:06:00,drinks,2019-09-02_86,2019-09-02
345,2019-09-02 08:06:00,drinks,2019-09-02_103,2019-09-02
346,2019-09-02 08:06:00,checkout,2019-09-02_106,2019-09-02
347,2019-09-02 08:06:00,dairy,2019-09-02_108,2019-09-02
348,2019-09-02 08:06:00,fruit,2019-09-02_111,2019-09-02
349,2019-09-02 08:06:00,fruit,2019-09-02_112,2019-09-02
350,2019-09-02 08:06:00,dairy,2019-09-02_113,2019-09-02
351,2019-09-02 08:06:00,drinks,2019-09-02_114,2019-09-02
352,2019-09-02 08:07:00,fruit,2019-09-02_86,2019-09-02
353,2019-09-02 08:07:00,checkout,2019-09-02_108,2019-09-02
354,2019-09-02 08:07:00,dairy,2019-09-02_112,2019-09-02
355,2019-09-02 08:07:00,checkout,2019-09-02_114,2019-09-02
356,2019-09-02 08:07:00,fruit,2019-09-02_115,2019-09-02
357,2019-09-02 08:07:00,drinks,2019-09-02_116,2019-09-02
358,2019-09-02 08:08:00,checkout,2019-09-02_103,2019-09-02
359,2019-09-02 08:08:00,spices,2019-09-02_104,2019-09-02
360,2019-09-02 08:08:00,dairy,2019-09-02_110,2019-09-02
361,2019-09-02 08:08:00,drinks,2019-09-02_113,2019-09-02
362,2019-09-02 08:08:00,checkout,2019-09-02_116,2019-09-02
363,2019-09-02 08:09:00,drinks,2019-09-02_86,2019-09-02
364,2019-09-02 08:09:00,drinks,2019-09-02_104,2019-09-02
365,2019-09-02 08:09:00,fruit,2019-09-02_113,2019-09-02
366,2019-09-02 08:10:00,dairy,2019-09-02_117,2019-09-02
367,2019-09-02 08:10:00,fruit,2019-09-02_118,2019-09-02
368,2019-09-02 08:10:00,drinks,2019-09-02_119,2019-09-02
369,2019-09-02 08:11:00,spices,2019-09-02_104,2019-09-02
370,2019-09-02 08:11:00,checkout,2019-09-02_110,2019-09-02
371,2019-09-02 08:11:00,checkout,2019-09-02_113,2019-09-02
372,2019-09-02 08:11:00,checkout,2019-09-02_119,2019-09-02
373,2019-09-02 08:11:00,spices,2019-09-02_120,2019-09-02
374,2019-09-02 08:11:00,dairy,2019-09-02_121,2019-09-02
375,2019-09-02 08:11:00,dairy,2019-09-02_122,2019-09-02
376,2019-09-02 08:12:00,checkout,2019-09-02_86,2019-09-02
377,2019-09-02 08:12:00,dairy,2019-09-02_104,2019-09-02
378,2019-09-02 08:12:00,spices,2019-09-02_117,2019-09-02
379,2019-09-02 08:12:00,checkout,2019-09-02_118,2019-09-02
380,2019-09-02 08:13:00,dairy,2019-09-02_111,2019-09-02
381,2019-09-02 08:13:00,checkout,2019-09-02_112,2019-09-02
382,2019-09-02 08:13:00,drinks,2019-09-02_123,2019-09-02
383,2019-09-02 08:14:00,checkout,2019-09-02_115,2019-09-02
384,2019-09-02 08:14:00,dairy,2019-09-02_120,2019-09-02
385,2019-09-02 08:14:00,fruit,2019-09-02_124,2019-09-02
386,2019-09-02 08:14:00,fruit,2019-09-02_125,2019-09-02
387,2019-09-02 08:14:00,fruit,2019-09-02_126,2019-09-02
388,2019-09-02 08:15:00,fruit,2019-09-02_104,2019-09-02
389,2019-09-02 08:15:00,checkout,2019-09-02_111,2019-09-02
390,2019-09-02 08:15:00,checkout,2019-09-02_120,2019-09-02
391,2019-09-02 08:16:00,drinks,2019-09-02_117,2019-09-02
392,2019-09-02 08:16:00,checkout,2019-09-02_121,2019-09-02
393,2019-09-02 08:16:00,drinks,2019-09-02_122,2019-09-02
394,2019-09-02 08:16:00,checkout,2019-09-02_124,2019-09-02
395,2019-09-02 08:16:00,checkout,2019-09-02_125,2019-09-02
396,2019-09-02 08:16:00,spices,2019-09-02_127,2019-09-02
397,2019-09-02 08:16:00,fruit,2019-09-02_128,2019-09-02
398,2019-09-02 08:16:00,spices,2019-09-02_129,2019-09-02
399,2019-09-02 08:16:00,drinks,2019-09-02_130,2019-09-02
